Senator Name,Senator URL,Senator ID,Birth Date,Constituency,Parliamentary Group,Committee Name,Committee URL
COȘA Silviu-Iulian,https://www.senat.ro/FisaSenator.aspx?ParlamentarID=c4a7837d-5479-4aad-82bc-34c696b71339,c4a7837d-5479-4aad-82bc-34c696b71339,11.07.1970,,Grupul parlamentar al Partidului Național Liberal,"Comisia pentru buget, finanțe, activitate bancară și piață de capital",https://www.senat.ro/ComponentaComisii.aspx?Zi=&ComisieID=19d004bb-ad2a-43e6-b258-5495b37aa7af
COȘA Silviu-Iulian,https://www.senat.ro/FisaSenator.aspx?ParlamentarID=c4a7837d-5479-4aad-82bc-34c696b71339,c4a7837d-5479-4aad-82bc-34c696b71339,11.07.1970,,Grupul parlamentar al Partidului Național Liberal,"Comisia pentru apărare, ordine publică și siguranță națională",https://www.senat.ro/ComponentaComisii.aspx?Zi=&ComisieID=a825a62e-47e5-47d6-bcf5-a5d23e3382bf
COȘA Silviu-Iulian,https://www.senat.ro/FisaSenator.aspx?ParlamentarID=c4a7837d-5479-4aad-82bc-34c696b71339,c4a7837d-5479-4aad-82bc-34c696b71339,11.07.1970,,Grupul parlamentar al Partidului Național Liberal,"Comisia pentru muncă, familie și protecție socială",https://www.senat.ro/ComponentaComisii.aspx?Zi=&ComisieID=7cae207a-3ae5-4cf6-8568-eb3bf69a9b88
COȘA Silviu-Iulian,https://www.senat.ro/FisaSenator.aspx?ParlamentarID=c4a7837d-5479-4aad-82bc-34c696b71339,c4a7837d-5479-4aad-82bc-34c696b71339,11.07.1970,,Grupul parlamentar al Partidului Național Liberal,"Comisia pentru cercetarea abuzurilor, combaterea corupției și petiții",https://www.senat.ro/ComponentaComisii.aspx?Zi=&ComisieID=f8ec429d-75f4-4b5b-a199-1eaa5eeace09
COTEȚ Mihai,https://www.senat.ro/FisaSenator.aspx?ParlamentarID=5dfb5f9b-9d25-40a4-9145-366ae2b2c04d,5dfb5f9b-9d25-40a4-9145-366ae2b2c04d,11.12.1973,,Grupul parlamentar al Partidului Național Liberal,"Comisia pentru buget, finanțe, activitate bancară și piață de capital",https://www.senat.ro/ComponentaComisii.aspx?Zi=&ComisieID=19d004bb-ad2a-43e6-b258-5495b37aa7af
COTEȚ Mihai,https://www.senat.ro/FisaSenator.aspx?ParlamentarID=5dfb5f9b-9d25-40a4-9145-366ae2b2c04d,5dfb5f9b-9d25-40a4-9145-366ae2b2c04d,11.12.1973,,Grupul parlamentar al Partidului Național Liberal,"Comisia pentru muncă, familie și protecție socială",https://www.senat.ro/ComponentaComisii.aspx?Zi=&ComisieID=7cae207a-3ae5-4cf6-8568-eb3bf69a9b88
COTEȚ Mihai,https://www.senat.ro/FisaSenator.aspx?ParlamentarID=5dfb5f9b-9d25-40a4-9145-366ae2b2c04d,5dfb5f9b-9d25-40a4-9145-366ae2b2c04d,11.12.1973,,Grupul parlamentar al Partidului Național Liberal,Comisia pentru transporturi și infrastructură,https://www.senat.ro/ComponentaComisii.aspx?Zi=&ComisieID=0f905a32-3397-4e52-b3e1-9ba3319cfcc3
COTEȚ Mihai,https://www.senat.ro/FisaSenator.aspx?ParlamentarID=5dfb5f9b-9d25-40a4-9145-366ae2b2c04d,5dfb5f9b-9d25-40a4-9145-366ae2b2c04d,11.12.1973,,Grupul parlamentar al Partidului Național Liberal,Comisia pentru românii de pretutindeni,https://www.senat.ro/ComponentaComisii.aspx?Zi=&ComisieID=a3ba8a6b-8b59-47b1-8932-0d30b5f7add1
CSÁSZÁR Károly Zsolt,https://www.senat.ro/FisaSenator.aspx?ParlamentarID=827844f4-ed1e-4293-bbe5-3dd527a0d65b,827844f4-ed1e-4293-bbe5-3dd527a0d65b,20.10.1974,,Grupul parlamentar al Uniunii Democrate Maghiare din România,Comisia pentru administrație publică,https://www.senat.ro/ComponentaComisii.aspx?Zi=&ComisieID=c20e16f6-9734-41da-be13-6beb4702be25
CSÁSZÁR Károly Zsolt,https://www.senat.ro/FisaSenator.aspx?ParlamentarID=827844f4-ed1e-4293-bbe5-3dd527a0d65b,827844f4-ed1e-4293-bbe5-3dd527a0d65b,20.10.1974,,Grupul parlamentar al Uniunii Democrate Maghiare din România,"Comisia pentru comunicații, tehnologia informației și inteligență artificială",https://www.senat.ro/ComponentaComisii.aspx?Zi=&ComisieID=ef36e8b3-2fb2-43e8-bd6d-1ad040db24b3
CSEKE Attila-Zoltan,https://www.senat.ro/FisaSenator.aspx?ParlamentarID=2af30f2a-5ad3-45db-a322-4073884fed8f,2af30f2a-5ad3-45db-a322-4073884fed8f,09.06.1973,,Grupul parlamentar al Uniunii Democrate Maghiare din România,"Comisia juridică, de numiri, disciplină, imunități și validări",https://www.senat.ro/ComponentaComisii.aspx?Zi=&ComisieID=8b2f7bb0-388e-46c7-b3cc-ef38d3968da3
CSEKE Attila-Zoltan,https://www.senat.ro/FisaSenator.aspx?ParlamentarID=2af30f2a-5ad3-45db-a322-4073884fed8f,2af30f2a-5ad3-45db-a322-4073884fed8f,09.06.1973,,Grupul parlamentar al Uniunii Democrate Maghiare din România,Comisia pentru constituționalitate,https://www.senat.ro/ComponentaComisii.aspx?Zi=&ComisieID=75fd4832-f4ba-4690-9f6d-5959b0b950fa
CUȘNIR Rodica,https://www.senat.ro/FisaSenator.aspx?ParlamentarID=dd953b01-e89c-481c-88b9-40cbd8e43fec,dd953b01-e89c-481c-88b9-40cbd8e43fec,03.02.1975,,Grupul parlamentar al Partidului S.O.S. România,"Comisia pentru agricultură, industrie alimentară si dezvoltare rurală",https://www.senat.ro/ComponentaComisii.aspx?Zi=&ComisieID=fee2c024-fa84-489f-bb69-e3b434e0d5fd
CUȘNIR Rodica,https://www.senat.ro/FisaSenator.aspx?ParlamentarID=dd953b01-e89c-481c-88b9-40cbd8e43fec,dd953b01-e89c-481c-88b9-40cbd8e43fec,03.02.1975,,Grupul parlamentar al Partidului S.O.S. România,"Comisia pentru muncă, familie și protecție socială",https://www.senat.ro/ComponentaComisii.aspx?Zi=&ComisieID=7cae207a-3ae5-4cf6-8568-eb3bf69a9b88
DARǍU Ambrozie-Irineu,https://www.senat.ro/FisaSenator.aspx?ParlamentarID=37b6de1d-2d61-4475-bb9b-443d4ad9d181,37b6de1d-2d61-4475-bb9b-443d4ad9d181,12.10.1986,,Grupul parlamentar al Uniunii Salvați România,Comisia pentru administrație publică,https://www.senat.ro/ComponentaComisii.aspx?Zi=&ComisieID=c20e16f6-9734-41da-be13-6beb4702be25
DARǍU Ambrozie-Irineu,https://www.senat.ro/FisaSenator.aspx?ParlamentarID=37b6de1d-2d61-4475-bb9b-443d4ad9d181,37b6de1d-2d61-4475-bb9b-443d4ad9d181,12.10.1986,,Grupul parlamentar al Uniunii Salvați România,"Comisia pentru muncă, familie și protecție socială",https://www.senat.ro/ComponentaComisii.aspx?Zi=&ComisieID=7cae207a-3ae5-4cf6-8568-eb3bf69a9b88
DARǍU Ambrozie-Irineu,https://www.senat.ro/FisaSenator.aspx?ParlamentarID=37b6de1d-2d61-4475-bb9b-443d4ad9d181,37b6de1d-2d61-4475-bb9b-443d4ad9d181,12.10.1986,,Grupul parlamentar al Uniunii Salvați România,"Comisia pentru învățământ, știință și inovare",https://www.senat.ro/ComponentaComisii.aspx?Zi=&ComisieID=b6d9d5f8-bf64-44c3-bdbf-12fe7567ba82
DÎRLĂU Andrei-Emil,https://www.senat.ro/FisaSenator.aspx?ParlamentarID=a98c83aa-d99d-464b-a5a1-44566f751a51,a98c83aa-d99d-464b-a5a1-44566f751a51,15.11.1956,,Grupul parlamentar Alianța pentru Unirea Românilor,Comisia pentru politică externă,https://www.senat.ro/ComponentaComisii.aspx?Zi=&ComisieID=38806053-9772-4798-9c4d-a7508d4358ca
DÎRLĂU Andrei-Emil,https://www.senat.ro/FisaSenator.aspx?ParlamentarID=a98c83aa-d99d-464b-a5a1-44566f751a51,a98c83aa-d99d-464b-a5a1-44566f751a51,15.11.1956,,Grupul parlamentar Alianța pentru Unirea Românilor,Comisia pentru afaceri europene,https://www.senat.ro/ComponentaComisii.aspx?Zi=&ComisieID=0b43e912-a027-4003-942c-073d8c82af92
DOBRA Elena-Adelina,https://www.senat.ro/FisaSenator.aspx?ParlamentarID=5cb3f164-6f0c-449b-bc2e-457c5e9bf73c,5cb3f164-6f0c-449b-bc2e-457c5e9bf73c,04.05.1990,,Grupul parlamentar al Uniunii Salvați România,"Comisia pentru buget, finanțe, activitate bancară și piață de capital",https://www.senat.ro/ComponentaComisii.aspx?Zi=&ComisieID=19d004bb-ad2a-43e6-b258-5495b37aa7af
DOBRA Elena-Adelina,https://www.senat.ro/FisaSenator.aspx?ParlamentarID=5cb3f164-6f0c-449b-bc2e-457c5e9bf73c,5cb3f164-6f0c-449b-bc2e-457c5e9bf73c,04.05.1990,,Grupul parlamentar al Uniunii Salvați România,Comisia pentru afaceri europene,https://www.senat.ro/ComponentaComisii.aspx?Zi=&ComisieID=0b43e912-a027-4003-942c-073d8c82af92
DOBRA Elena-Adelina,https://www.senat.ro/FisaSenator.aspx?ParlamentarID=5cb3f164-6f0c-449b-bc2e-457c5e9bf73c,5cb3f164-6f0c-449b-bc2e-457c5e9bf73c,04.05.1990,,Grupul parlamentar al Uniunii Salvați România,"Comisia pentru învățământ, știință și inovare",https://www.senat.ro/ComponentaComisii.aspx?Zi=&ComisieID=b6d9d5f8-bf64-44c3-bdbf-12fe7567ba82
DOGARIU Eugen,https://www.senat.ro/FisaSenator.aspx?ParlamentarID=094ef6d8-2e32-4cbd-81ff-46b54ec604f1,094ef6d8-2e32-4cbd-81ff-46b54ec604f1,21.04.1977,,Grupul parlamentar al Partidului Social Democrat,"Comisia pentru buget, finanțe, activitate bancară și piață de capital",https://www.senat.ro/ComponentaComisii.aspx?Zi=&ComisieID=19d004bb-ad2a-43e6-b258-5495b37aa7af
DOGARIU Eugen,https://www.senat.ro/FisaSenator.aspx?ParlamentarID=094ef6d8-2e32-4cbd-81ff-46b54ec604f1,094ef6d8-2e32-4cbd-81ff-46b54ec604f1,21.04.1977,,Grupul parlamentar al Partidului Social Democrat,Comisia pentru politică externă,https://www.senat.ro/ComponentaComisii.aspx?Zi=&ComisieID=38806053-9772-4798-9c4d-a7508d4358ca
DOGARIU Eugen,https://www.senat.ro/FisaSenator.aspx?ParlamentarID=094ef6d8-2e32-4cbd-81ff-46b54ec604f1,094ef6d8-2e32-4cbd-81ff-46b54ec604f1,21.04.1977,,Grupul parlamentar al Partidului Social Democrat,Comisia pentru mediu,https://www.senat.ro/ComponentaComisii.aspx?Zi=&ComisieID=3bb3386f-054f-4cc4-8374-0b5c3b9a3e12
DUMITRESCU Cristina-Gabriella,https://www.senat.ro/FisaSenator.aspx?ParlamentarID=55c19f8c-80f4-4bd1-b112-e363c2b283f1,55c19f8c-80f4-4bd1-b112-e363c2b283f1,11.05.1982,,Grupul parlamentar Alianța pentru Unirea Românilor,Comisia pentru politică externă,https://www.senat.ro/ComponentaComisii.aspx?Zi=&ComisieID=38806053-9772-4798-9c4d-a7508d4358ca
DUMITRESCU Cristina-Gabriella,https://www.senat.ro/FisaSenator.aspx?ParlamentarID=55c19f8c-80f4-4bd1-b112-e363c2b283f1,55c19f8c-80f4-4bd1-b112-e363c2b283f1,11.05.1982,,Grupul parlamentar Alianța pentru Unirea Românilor,Comisia pentru cultură și media,https://www.senat.ro/ComponentaComisii.aspx?Zi=&ComisieID=bf3d1ac6-e2d1-4c07-bd5e-b2191548714b
DUMITRESCU Cristina-Gabriella,https://www.senat.ro/FisaSenator.aspx?ParlamentarID=55c19f8c-80f4-4bd1-b112-e363c2b283f1,55c19f8c-80f4-4bd1-b112-e363c2b283f1,11.05.1982,,Grupul parlamentar Alianța pentru Unirea Românilor,Comisia pentru românii de pretutindeni,https://www.senat.ro/ComponentaComisii.aspx?Zi=&ComisieID=a3ba8a6b-8b59-47b1-8932-0d30b5f7add1
DUNCA Marius-Alexandru,https://www.senat.ro/FisaSenator.aspx?ParlamentarID=5582ee24-5017-4462-ad12-49d4bde5d5bb,5582ee24-5017-4462-ad12-49d4bde5d5bb,19.07.1980,,Grupul parlamentar al Partidului Social Democrat,Comisia pentru transporturi și infrastructură,https://www.senat.ro/ComponentaComisii.aspx?Zi=&ComisieID=0f905a32-3397-4e52-b3e1-9ba3319cfcc3
DUNCA Marius-Alexandru,https://www.senat.ro/FisaSenator.aspx?ParlamentarID=5582ee24-5017-4462-ad12-49d4bde5d5bb,5582ee24-5017-4462-ad12-49d4bde5d5bb,19.07.1980,,Grupul parlamentar al Partidului Social Democrat,Comisia pentru românii de pretutindeni,https://www.senat.ro/ComponentaComisii.aspx?Zi=&ComisieID=a3ba8a6b-8b59-47b1-8932-0d30b5f7add1
DUNCA Marius-Alexandru,https://www.senat.ro/FisaSenator.aspx?ParlamentarID=5582ee24-5017-4462-ad12-49d4bde5d5bb,5582ee24-5017-4462-ad12-49d4bde5d5bb,19.07.1980,,Grupul parlamentar al Partidului Social Democrat,Comisia pentru tineret și sport,https://www.senat.ro/ComponentaComisii.aspx?Zi=&ComisieID=2bd4bd40-5994-40a8-81b7-fcef2df3acfc
FEDEROVICI Doina-Elena,https://www.senat.ro/FisaSenator.aspx?ParlamentarID=e695c911-b82f-4af1-a537-4ae1baa991bf,e695c911-b82f-4af1-a537-4ae1baa991bf,30.05.1974,,Grupul parlamentar al Partidului Social Democrat,"Comisia juridică, de numiri, disciplină, imunități și validări",https://www.senat.ro/ComponentaComisii.aspx?Zi=&ComisieID=8b2f7bb0-388e-46c7-b3cc-ef38d3968da3
FEDEROVICI Doina-Elena,https://www.senat.ro/FisaSenator.aspx?ParlamentarID=e695c911-b82f-4af1-a537-4ae1baa991bf,e695c911-b82f-4af1-a537-4ae1baa991bf,30.05.1974,,Grupul parlamentar al Partidului Social Democrat,Comisia pentru afaceri europene,https://www.senat.ro/ComponentaComisii.aspx?Zi=&ComisieID=0b43e912-a027-4003-942c-073d8c82af92
FEJÉR László-Ődőn,https://www.senat.ro/FisaSenator.aspx?ParlamentarID=b443bd5d-6ba0-4192-832c-4b502d6ec1a8,b443bd5d-6ba0-4192-832c-4b502d6ec1a8,11.11.1961,,Grupul parlamentar al Uniunii Democrate Maghiare din România,Comisia pentru afaceri europene,https://www.senat.ro/ComponentaComisii.aspx?Zi=&ComisieID=0b43e912-a027-4003-942c-073d8c82af92
FEJÉR László-Ődőn,https://www.senat.ro/FisaSenator.aspx?ParlamentarID=b443bd5d-6ba0-4192-832c-4b502d6ec1a8,b443bd5d-6ba0-4192-832c-4b502d6ec1a8,11.11.1961,,Grupul parlamentar al Uniunii Democrate Maghiare din România,Comisia pentru transporturi și infrastructură,https://www.senat.ro/ComponentaComisii.aspx?Zi=&ComisieID=0f905a32-3397-4e52-b3e1-9ba3319cfcc3
FENECHIU Cătălin-Daniel,https://www.senat.ro/FisaSenator.aspx?ParlamentarID=87c4a776-8e64-4e70-a862-4f087aea03e5,87c4a776-8e64-4e70-a862-4f087aea03e5,20.11.1969,,Grupul parlamentar al Partidului Național Liberal,"Comisia juridică, de numiri, disciplină, imunități și validări",https://www.senat.ro/ComponentaComisii.aspx?Zi=&ComisieID=8b2f7bb0-388e-46c7-b3cc-ef38d3968da3
FENECHIU Cătălin-Daniel,https://www.senat.ro/FisaSenator.aspx?ParlamentarID=87c4a776-8e64-4e70-a862-4f087aea03e5,87c4a776-8e64-4e70-a862-4f087aea03e5,20.11.1969,,Grupul parlamentar al Partidului Național Liberal,Comisia pentru constituționalitate,https://www.senat.ro/ComponentaComisii.aspx?Zi=&ComisieID=75fd4832-f4ba-4690-9f6d-5959b0b950fa
FENECHIU Cătălin-Daniel,https://www.senat.ro/FisaSenator.aspx?ParlamentarID=87c4a776-8e64-4e70-a862-4f087aea03e5,87c4a776-8e64-4e70-a862-4f087aea03e5,20.11.1969,,Grupul parlamentar al Partidului Național Liberal,Comisia pentru cultură și media,https://www.senat.ro/ComponentaComisii.aspx?Zi=&ComisieID=bf3d1ac6-e2d1-4c07-bd5e-b2191548714b
FENECHIU Cătălin-Daniel,https://www.senat.ro/FisaSenator.aspx?ParlamentarID=87c4a776-8e64-4e70-a862-4f087aea03e5,87c4a776-8e64-4e70-a862-4f087aea03e5,20.11.1969,,Grupul parlamentar al Partidului Național Liberal,"Comisia pentru cercetarea abuzurilor, combaterea corupției și petiții",https://www.senat.ro/ComponentaComisii.aspx?Zi=&ComisieID=f8ec429d-75f4-4b5b-a199-1eaa5eeace09
FLOROIU Ionel,https://www.senat.ro/FisaSenator.aspx?ParlamentarID=fcdbfb0c-93ca-4aa5-85ba-4f53b21865bd,fcdbfb0c-93ca-4aa5-85ba-4f53b21865bd,14.11.1962,,Grupul parlamentar al Partidului Social Democrat,"Comisia pentru apărare, ordine publică și siguranță națională",https://www.senat.ro/ComponentaComisii.aspx?Zi=&ComisieID=a825a62e-47e5-47d6-bcf5-a5d23e3382bf
FLOROIU Ionel,https://www.senat.ro/FisaSenator.aspx?ParlamentarID=fcdbfb0c-93ca-4aa5-85ba-4f53b21865bd,fcdbfb0c-93ca-4aa5-85ba-4f53b21865bd,14.11.1962,,Grupul parlamentar al Partidului Social Democrat,Comisia pentru administrație publică,https://www.senat.ro/ComponentaComisii.aspx?Zi=&ComisieID=c20e16f6-9734-41da-be13-6beb4702be25
FLUTUR Gheorghe,https://www.senat.ro/FisaSenator.aspx?ParlamentarID=58dd0f59-a7e9-44f4-9860-5316735921e1,58dd0f59-a7e9-44f4-9860-5316735921e1,08.07.1960,,Grupul parlamentar al Partidului Național Liberal,"Comisia pentru ape, păduri, pescuit și fond cinegetic",https://www.senat.ro/ComponentaComisii.aspx?Zi=&ComisieID=842e844e-f500-4afd-adb1-602f37a0266d
FLUTUR Gheorghe,https://www.senat.ro/FisaSenator.aspx?ParlamentarID=58dd0f59-a7e9-44f4-9860-5316735921e1,58dd0f59-a7e9-44f4-9860-5316735921e1,08.07.1960,,Grupul parlamentar al Partidului Național Liberal,Comisia pentru mediu,https://www.senat.ro/ComponentaComisii.aspx?Zi=&ComisieID=3bb3386f-054f-4cc4-8374-0b5c3b9a3e12
FODOCA Liviu-Iulian,https://www.senat.ro/FisaSenator.aspx?ParlamentarID=4ecef3dd-1f70-4433-82ba-54975207c4a1,4ecef3dd-1f70-4433-82ba-54975207c4a1,15.10.1978,,Grupul parlamentar al Partidului Oamenilor Tineri,"Comisia economică, industrii, servicii, turism și antreprenoriat",https://www.senat.ro/ComponentaComisii.aspx?Zi=&ComisieID=3c24f5c4-46d1-4dcd-b035-49c8c90a40a3
FODOCA Liviu-Iulian,https://www.senat.ro/FisaSenator.aspx?ParlamentarID=4ecef3dd-1f70-4433-82ba-54975207c4a1,4ecef3dd-1f70-4433-82ba-54975207c4a1,15.10.1978,,Grupul parlamentar al Partidului Oamenilor Tineri,Comisia pentru administrație publică,https://www.senat.ro/ComponentaComisii.aspx?Zi=&ComisieID=c20e16f6-9734-41da-be13-6beb4702be25
GEAMĂNU Ştefan,https://www.senat.ro/FisaSenator.aspx?ParlamentarID=0a82391d-2ecd-4b88-ac27-57b69d159720,0a82391d-2ecd-4b88-ac27-57b69d159720,24.06.1985,,Grupul parlamentar Alianța pentru Unirea Românilor,Comisia pentru sănătate,https://www.senat.ro/ComponentaComisii.aspx?Zi=&ComisieID=7f7c09a7-7ae7-4e99-9018-a9c5774ef858
GEAMĂNU Ştefan,https://www.senat.ro/FisaSenator.aspx?ParlamentarID=0a82391d-2ecd-4b88-ac27-57b69d159720,0a82391d-2ecd-4b88-ac27-57b69d159720,24.06.1985,,Grupul parlamentar Alianța pentru Unirea Românilor,Comisia pentru românii de pretutindeni,https://www.senat.ro/ComponentaComisii.aspx?Zi=&ComisieID=a3ba8a6b-8b59-47b1-8932-0d30b5f7add1
GHEORGHE Daniel-Paul-Romeo,https://www.senat.ro/FisaSenator.aspx?ParlamentarID=d2f51e91-d18a-431c-bc9d-6061101ce1d4,d2f51e91-d18a-431c-bc9d-6061101ce1d4,05.02.1977,,Grupul parlamentar al Partidului S.O.S. România,Comisia pentru mediu,https://www.senat.ro/ComponentaComisii.aspx?Zi=&ComisieID=3bb3386f-054f-4cc4-8374-0b5c3b9a3e12
GHEORGHE Daniel-Paul-Romeo,https://www.senat.ro/FisaSenator.aspx?ParlamentarID=d2f51e91-d18a-431c-bc9d-6061101ce1d4,d2f51e91-d18a-431c-bc9d-6061101ce1d4,05.02.1977,,Grupul parlamentar al Partidului S.O.S. România,"Comisia pentru cercetarea abuzurilor, combaterea corupției și petiții",https://www.senat.ro/ComponentaComisii.aspx?Zi=&ComisieID=f8ec429d-75f4-4b5b-a199-1eaa5eeace09
GHINEA Cristian,https://www.senat.ro/FisaSenator.aspx?ParlamentarID=008fd8cb-c069-4f74-b02b-612d1db6a19d,008fd8cb-c069-4f74-b02b-612d1db6a19d,20.07.1977,,Grupul parlamentar al Uniunii Salvați România,Comisia pentru afaceri europene,https://www.senat.ro/ComponentaComisii.aspx?Zi=&ComisieID=0b43e912-a027-4003-942c-073d8c82af92
GHINEA Cristian,https://www.senat.ro/FisaSenator.aspx?ParlamentarID=008fd8cb-c069-4f74-b02b-612d1db6a19d,008fd8cb-c069-4f74-b02b-612d1db6a19d,20.07.1977,,Grupul parlamentar al Uniunii Salvați România,"Comisia pentru energie, infrastructură energetică și resurse minerale",https://www.senat.ro/ComponentaComisii.aspx?Zi=&ComisieID=fce2aea4-104c-4495-a3c1-41a9bd7e5f37
GHIȚĂ Robert-Daniel,https://www.senat.ro/FisaSenator.aspx?ParlamentarID=ac8c9401-1a0d-478b-b367-62212ecab1c5,ac8c9401-1a0d-478b-b367-62212ecab1c5,15.12.1981,,Grupul parlamentar al Partidului Oamenilor Tineri,Comisia pentru politică externă,https://www.senat.ro/ComponentaComisii.aspx?Zi=&ComisieID=38806053-9772-4798-9c4d-a7508d4358ca
GHIȚĂ Robert-Daniel,https://www.senat.ro/FisaSenator.aspx?ParlamentarID=ac8c9401-1a0d-478b-b367-62212ecab1c5,ac8c9401-1a0d-478b-b367-62212ecab1c5,15.12.1981,,Grupul parlamentar al Partidului Oamenilor Tineri,"Comisia pentru apărare, ordine publică și siguranță națională",https://www.senat.ro/ComponentaComisii.aspx?Zi=&ComisieID=a825a62e-47e5-47d6-bcf5-a5d23e3382bf
GRAUR Cătălin,https://www.senat.ro/FisaSenator.aspx?ParlamentarID=a8ff8991-97dd-4a5b-92a9-63c61a612f75,a8ff8991-97dd-4a5b-92a9-63c61a612f75,25.07.1977,,Grupul parlamentar al Partidului Social Democrat,Comisia pentru sănătate,https://www.senat.ro/ComponentaComisii.aspx?Zi=&ComisieID=7f7c09a7-7ae7-4e99-9018-a9c5774ef858
GRAUR Cătălin,https://www.senat.ro/FisaSenator.aspx?ParlamentarID=a8ff8991-97dd-4a5b-92a9-63c61a612f75,a8ff8991-97dd-4a5b-92a9-63c61a612f75,25.07.1977,,Grupul parlamentar al Partidului Social Democrat,"Comisia pentru drepturile omului, egalitate de șanse, culte și minorități",https://www.senat.ro/ComponentaComisii.aspx?Zi=&ComisieID=1d044a32-1bad-4adf-925e-0abab63af58a
HORGA Maria-Gabriela,https://www.senat.ro/FisaSenator.aspx?ParlamentarID=91a4d099-7162-417b-8f93-645dc31accf0,91a4d099-7162-417b-8f93-645dc31accf0,25.12.1985,,Grupul parlamentar al Partidului Național Liberal,"Comisia pentru buget, finanțe, activitate bancară și piață de capital",https://www.senat.ro/ComponentaComisii.aspx?Zi=&ComisieID=19d004bb-ad2a-43e6-b258-5495b37aa7af
HORGA Maria-Gabriela,https://www.senat.ro/FisaSenator.aspx?ParlamentarID=91a4d099-7162-417b-8f93-645dc31accf0,91a4d099-7162-417b-8f93-645dc31accf0,25.12.1985,,Grupul parlamentar al Partidului Național Liberal,Comisia pentru afaceri europene,https://www.senat.ro/ComponentaComisii.aspx?Zi=&ComisieID=0b43e912-a027-4003-942c-073d8c82af92
HUMELNICU Marius,https://www.senat.ro/FisaSenator.aspx?ParlamentarID=d172fe4e-c155-4f46-8859-6665840065a9,d172fe4e-c155-4f46-8859-6665840065a9,22.10.1977,,Grupul parlamentar al Partidului Social Democrat,"Comisia pentru muncă, familie și protecție socială",https://www.senat.ro/ComponentaComisii.aspx?Zi=&ComisieID=7cae207a-3ae5-4cf6-8568-eb3bf69a9b88
HUMELNICU Marius,https://www.senat.ro/FisaSenator.aspx?ParlamentarID=d172fe4e-c155-4f46-8859-6665840065a9,d172fe4e-c155-4f46-8859-6665840065a9,22.10.1977,,Grupul parlamentar al Partidului Social Democrat,Comisia pentru transporturi și infrastructură,https://www.senat.ro/ComponentaComisii.aspx?Zi=&ComisieID=0f905a32-3397-4e52-b3e1-9ba3319cfcc3
HUMELNICU Marius,https://www.senat.ro/FisaSenator.aspx?ParlamentarID=d172fe4e-c155-4f46-8859-6665840065a9,d172fe4e-c155-4f46-8859-6665840065a9,22.10.1977,,Grupul parlamentar al Partidului Social Democrat,"Comisia pentru comunicații, tehnologia informației și inteligență artificială",https://www.senat.ro/ComponentaComisii.aspx?Zi=&ComisieID=ef36e8b3-2fb2-43e8-bd6d-1ad040db24b3
IACOB Constantin-Ciprian,https://www.senat.ro/FisaSenator.aspx?ParlamentarID=e4de63cf-394d-49da-844a-6b060a232b35,e4de63cf-394d-49da-844a-6b060a232b35,30.09.1981,,Grupul parlamentar Alianța pentru Unirea Românilor,"Comisia juridică, de numiri, disciplină, imunități și validări",https://www.senat.ro/ComponentaComisii.aspx?Zi=&ComisieID=8b2f7bb0-388e-46c7-b3cc-ef38d3968da3
IACOB Constantin-Ciprian,https://www.senat.ro/FisaSenator.aspx?ParlamentarID=e4de63cf-394d-49da-844a-6b060a232b35,e4de63cf-394d-49da-844a-6b060a232b35,30.09.1981,,Grupul parlamentar Alianța pentru Unirea Românilor,"Comisia pentru apărare, ordine publică și siguranță națională",https://www.senat.ro/ComponentaComisii.aspx?Zi=&ComisieID=a825a62e-47e5-47d6-bcf5-a5d23e3382bf
IACOB Constantin-Ciprian,https://www.senat.ro/FisaSenator.aspx?ParlamentarID=e4de63cf-394d-49da-844a-6b060a232b35,e4de63cf-394d-49da-844a-6b060a232b35,30.09.1981,,Grupul parlamentar Alianța pentru Unirea Românilor,Comisia pentru regulament,https://www.senat.ro/ComponentaComisii.aspx?Zi=&ComisieID=807773c0-c6eb-401f-b87e-42c34b9213fb
JIANU Florin-Nicolae,https://www.senat.ro/FisaSenator.aspx?ParlamentarID=c74ca163-bfbc-43c0-b1d4-6ebe99d3a0e6,c74ca163-bfbc-43c0-b1d4-6ebe99d3a0e6,30.12.1976,,Grupul parlamentar al Partidului Social Democrat,"Comisia pentru buget, finanțe, activitate bancară și piață de capital",https://www.senat.ro/ComponentaComisii.aspx?Zi=&ComisieID=19d004bb-ad2a-43e6-b258-5495b37aa7af
JIANU Florin-Nicolae,https://www.senat.ro/FisaSenator.aspx?ParlamentarID=c74ca163-bfbc-43c0-b1d4-6ebe99d3a0e6,c74ca163-bfbc-43c0-b1d4-6ebe99d3a0e6,30.12.1976,,Grupul parlamentar al Partidului Social Democrat,"Comisia economică, industrii, servicii, turism și antreprenoriat",https://www.senat.ro/ComponentaComisii.aspx?Zi=&ComisieID=3c24f5c4-46d1-4dcd-b035-49c8c90a40a3
JITARU Ovidiu,https://www.senat.ro/FisaSenator.aspx?ParlamentarID=7193aafe-9862-45bf-b876-6f90dfa96616,7193aafe-9862-45bf-b876-6f90dfa96616,19.05.1962,,Grupul parlamentar al Partidului Național Liberal,"Comisia pentru energie, infrastructură energetică și resurse minerale",https://www.senat.ro/ComponentaComisii.aspx?Zi=&ComisieID=fce2aea4-104c-4495-a3c1-41a9bd7e5f37
